CustomerID,Age,Location,IncomeLevel,SignupDate,InteractionID,InteractionDate,Platform,InteractionType,Sentiment,TransactionID,TransactionDate,Amount,ProductCategory,PaymentMethod,Gender_Female,Gender_Male,CustomerID_label,Location_label,IncomeLevel_label,InteractionID_label,Platform_label,InteractionType_label,TransactionID_label,ProductCategory_label,PaymentMethod_label
0009fdd2-ae63-45ca-8d5b-d0ea98381f7b,21.0,Lake George,Low,2020-11-09,26af70c2-acba-461c-95b8-8200de6b154a,2024-02-16,Instagram,Share,,86cd577d-4ffd-498d-94ce-e68e6cca8865,2023-10-26,389.69,Home & Garden,Bank Transfer,True,False,0,597,1,190,1,2,1586,4,0
000c6bbd-533a-432d-922c-ab64197e71c5,25.0,North Oliviaton,High,2019-11-06,fff3e62c-3c78-4883-9a34-1d8aad5c1582,2023-07-11,Instagram,Like,,e432cee0-d280-4f2e-b520-fab4bdb2dd31,,504.66499999999996,Electronics,Debit Card,False,True,1,1074,0,1180,1,1,2688,2,2
00115fc0-f155-42cd-ba68-58aab67b3360,36.0,Nelsonstad,Low,2022-02-16,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,dbb294f9-9197-48a3-ac56-1b5b13c71388,2023-02-27,153.89,Electronics,Credit Card,False,True,2,825,1,613,1,2,2592,2,1
00115fc0-f155-42cd-ba68-58aab67b3360,36.0,Nelsonstad,Low,2022-02-16,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,0b426411-5a12-436d-b899-3c8374eb374a,2023-03-06,291.59,Electronics,Bank Transfer,False,True,2,825,1,613,1,2,127,2,0
0047d8ce-a5bb-4db7-860f-6ff66e1cd060,40.0,Mitchellview,Medium,2021-11-11,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,8865b5c2-7091-4c67-b872-9f44e8a09913,2023-10-18,259.47,Clothing,Credit Card,False,True,3,805,2,613,1,2,1605,1,1
0064a8b2-71d3-41c1-a46a-6eea56fdff91,44.0,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,445b7dfb-f859-4d98-a53e-cc147f6cfeec,2022-09-25,933.2,Home & Garden,PayPal,True,False,4,962,1,613,1,2,832,4,3
0064a8b2-71d3-41c1-a46a-6eea56fdff91,44.0,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,e815b8f4-37d5-4236-85a7-1ed0dadd45e9,2023-03-28,781.49,Electronics,Debit Card,True,False,4,962,1,613,1,2,2727,2,2
0064a8b2-71d3-41c1-a46a-6eea56fdff91,44.0,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,f9d78a66-cb37-4a0b-883d-2d88143c1d68,2023-04-03,743.31,Electronics,Credit Card,True,False,4,962,1,613,1,2,2921,2,1
0064a8b2-71d3-41c1-a46a-6eea56fdff91,44.0,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,7df9fe14-f574-4b83-aed4-ae7a7fd742f0,2023-09-06,297.14,Electronics,Bank Transfer,True,False,4,962,1,613,1,2,1478,2,0
00742b15-bab0-440f-a085-221ce13d95a0,51.0,Alexisview,Medium,,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,6700feab-2eca-4f98-958b-d37a8fd90571,2022-07-14,153.09,Clothing,PayPal,True,False,5,14,2,613,1,2,1238,1,3
00742b15-bab0-440f-a085-221ce13d95a0,51.0,Alexisview,Medium,,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,6a0678ea-8aea-48e6-9655-9e9a0f1fd8a8,2024-02-18,492.93,Electronics,Credit Card,True,False,5,14,2,613,1,2,1265,2,1
00a9563c-fec7-4b5d-87a2-d59406006a29,45.0,South Danielleberg,Medium,2019-09-27,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,d8241522-af30-4228-8891-336b4dc320d9,2024-02-07,12.694999999999936,Home & Garden,Debit Card,True,False,6,1396,2,613,1,2,2551,4,2
00a9563c-fec7-4b5d-87a2-d59406006a29,45.0,South Danielleberg,Medium,2019-09-27,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,a300403d-ec6b-4f7a-98ed-1da26e2d2bcd,2023-12-08,529.26,Home & Garden,Debit Card,True,False,6,1396,2,613,1,2,1907,4,2
00a9563c-fec7-4b5d-87a2-d59406006a29,45.0,South Danielleberg,Medium,2019-09-27,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,7e6908b0-5c46-45c8-9698-16dea235e25c,2024-01-08,237.67,Health & Beauty,Bank Transfer,True,False,6,1396,2,613,1,2,1485,3,0
00c15eff-8bcf-4d12-a5d4-992e45e3309f,31.0,Lovefurt,Low,2022-03-16,3d8776f4-379e-4ca7-b281-97466272994e,2023-08-10,Facebook,Share,,b891a17b-034f-4ac9-a7b3-dc12b8729ff3,2023-11-06,100.29,Clothing,Credit Card,False,True,7,722,1,288,0,2,2164,1,1
00c15eff-8bcf-4d12-a5d4-992e45e3309f,31.0,Lovefurt,Low,2022-03-16,3d8776f4-379e-4ca7-b281-97466272994e,2023-08-10,Facebook,Share,,7241a80f-87e3-4772-9238-ee066c5ff131,2024-05-22,764.79,Electronics,Debit Card,False,True,7,722,1,288,0,2,1352,2,2
00d4fbfe-5ce0-4d87-a307-b15801d1373e,18.0,Port Howard,High,2022-10-31,4599d8a1-f05c-4f54-ba2b-301efc406540,2024-04-27,Facebook,Share,,07d7136b-6c4d-4d37-aca3-6427dbc4418e,2023-04-05,347.7,Health & Beauty,PayPal,True,False,8,1191,0,336,0,2,90,3,3
00d4fbfe-5ce0-4d87-a307-b15801d1373e,18.0,Port Howard,High,2022-10-31,4599d8a1-f05c-4f54-ba2b-301efc406540,2024-04-27,Facebook,Share,,6d082e28-60f6-4317-8ccc-fa82362e622b,2023-07-01,361.4,Electronics,Credit Card,True,False,8,1191,0,336,0,2,1295,2,1
00e3c219-db57-4ed2-bc50-99a18fea33a7,52.0,Clementsberg,Low,2023-08-26,131a70e7-b405-4f45-8a59-fb1697d60b9b,2024-06-04,Instagram,Share,,97b9de35-f1ec-4e6c-a242-24ea41a9e8c6,2023-02-10,399.57,Home & Garden,Credit Card,True,False,9,152,1,92,1,2,1782,4,1
010c57b4-d6aa-44ef-9e92-d00ce9bbc28b,66.0,Lake Mackenzie,Low,2023-03-19,97dea98c-4e98-402e-acca-bbe580ad408f,2023-09-16,Instagram,Like,,2ab912fa-0b7a-45ec-a1d1-9d2558fa2b38,2023-05-18,233.42,Electronics,Bank Transfer,True,False,10,642,1,705,1,1,510,2,0
01264132-b542-471e-ba65-038975091843,56.0,South Rebecca,Medium,2023-10-30,4682ac74-be99-4f0d-aa91-2e967d5694fc,2023-09-12,Instagram,Share,,0d5fc36a-4fe1-4c0b-9eb9-d4e382c886fc,2023-07-31,389.67,Automotive,Credit Card,False,True,11,1458,2,343,1,2,156,0,1
013c4cd9-1d0f-4004-8772-065ab426d105,39.0,South Jamesburgh,Medium,2022-08-24,4b1394bb-49e0-4182-8649-67bb090b995b,,Instagram,Comment,,4044222b-4470-4e79-8f53-5bdba7066c44,2023-05-28,12.694999999999936,Electronics,PayPal,False,True,12,1419,2,363,1,0,777,2,3
015006df-480b-4c0d-9a6a-550691817c48,31.0,Vanessaville,High,2021-08-07,3fee6c51-c118-4312-a836-05c6ac0bc3dc,2024-02-13,Twitter,Share,,69d4caf0-248a-4891-8223-8752394f41a2,2023-10-19,404.73,Home & Garden,Credit Card,True,False,13,1558,0,302,2,2,1258,4,1
015006df-480b-4c0d-9a6a-550691817c48,31.0,Vanessaville,High,2021-08-07,3fee6c51-c118-4312-a836-05c6ac0bc3dc,2024-02-13,Twitter,Share,,8646b340-dd6a-4198-be65-d97bfd501033,,92.35,Electronics,PayPal,True,False,13,1558,0,302,2,2,1580,2,3
015006df-480b-4c0d-9a6a-550691817c48,31.0,Vanessaville,High,2021-08-07,3fee6c51-c118-4312-a836-05c6ac0bc3dc,2024-02-13,Twitter,Share,,59624c48-19b4-4ddd-b6e4-033681b2dd0e,2024-03-23,982.4950000000001,Health & Beauty,Credit Card,True,False,13,1558,0,302,2,2,1093,3,1
0156ef90-c829-4e9e-8fec-8634e8ff3c54,60.0,Port Adam,High,2019-12-28,26a0c989-f915-4bab-a3ca-fcdc7de9aafd,2023-09-17,Twitter,Share,,1ca5bb66-ab5f-4832-8f31-885cd5a161a8,2024-06-09,504.66499999999996,Clothing,Credit Card,True,False,14,1144,0,188,2,2,346,1,1
017e6772-6e98-4262-9036-3d9b252f915d,45.0,Danielport,Low,2024-06-08,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,debce23f-dbcc-4b9a-b782-39090916bab6,2022-08-14,405.54,Electronics,Debit Card,True,False,15,186,1,613,1,2,2622,2,2
018be1fd-e482-4d3d-87b9-a425ae35c5a1,21.0,Kevinstad,Low,2022-07-17,6a491b6f-84b7-4bc1-b29f-b3cbe311a16e,2024-02-14,Twitter,Share,,7d88093a-d5d1-4f57-b629-e6784a683a67,2022-09-19,970.11,Clothing,Debit Card,False,True,16,553,1,495,2,2,1473,1,2
