CustomerID,Age,Location,IncomeLevel,SignupDate,InteractionID,InteractionDate,Platform,InteractionType,Sentiment,TransactionID,TransactionDate,Amount,ProductCategory,PaymentMethod,Gender_Female,Gender_Male,CustomerID_label,Location_label,IncomeLevel_label,InteractionID_label,Platform_label,InteractionType_label,TransactionID_label,ProductCategory_label,PaymentMethod_label
0009fdd2-ae63-45ca-8d5b-d0ea98381f7b,0.23404255319148934,Lake George,Low,2020-11-09,26af70c2-acba-461c-95b8-8200de6b154a,2024-02-16,Instagram,Share,,86cd577d-4ffd-498d-94ce-e68e6cca8865,2023-10-26,0.38873479067849037,Home & Garden,Bank Transfer,True,False,0.0,0.341533180778032,0.5,0.16101694915254236,0.5,1.0,0.5288429476492164,1.0,0.0
000c6bbd-533a-432d-922c-ab64197e71c5,0.2765957446808511,North Oliviaton,High,2019-11-06,fff3e62c-3c78-4883-9a34-1d8aad5c1582,2023-07-11,Instagram,Like,,e432cee0-d280-4f2e-b520-fab4bdb2dd31,,0.5072901629201896,Electronics,Debit Card,False,True,0.0005347593582887701,0.61441647597254,0.0,1.0,0.5,0.5,0.8962987662554184,0.5,0.6666666666666666
00115fc0-f155-42cd-ba68-58aab67b3360,0.39361702127659576,Nelsonstad,Low,2022-02-16,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,dbb294f9-9197-48a3-ac56-1b5b13c71388,2023-02-27,0.14559187461332238,Electronics,Credit Card,False,True,0.0010695187165775401,0.4719679633867277,0.5,0.5194915254237288,0.5,1.0,0.8642880960320106,0.5,0.3333333333333333
00115fc0-f155-42cd-ba68-58aab67b3360,0.39361702127659576,Nelsonstad,Low,2022-02-16,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,0b426411-5a12-436d-b899-3c8374eb374a,2023-03-06,0.2875799133842029,Electronics,Bank Transfer,False,True,0.0010695187165775401,0.4719679633867277,0.5,0.5194915254237288,0.5,1.0,0.04234744914971657,0.5,0.0
0047d8ce-a5bb-4db7-860f-6ff66e1cd060,0.43617021276595747,Mitchellview,Medium,2021-11-11,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,8865b5c2-7091-4c67-b872-9f44e8a09913,2023-10-18,0.2544596824087441,Clothing,Credit Card,False,True,0.0016042780748663102,0.4605263157894737,1.0,0.5194915254237288,0.5,1.0,0.5351783927975992,0.25,0.3333333333333333
0064a8b2-71d3-41c1-a46a-6eea56fdff91,0.4787234042553192,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,445b7dfb-f859-4d98-a53e-cc147f6cfeec,2022-09-25,0.9491699319447308,Home & Garden,PayPal,True,False,0.0021390374331550803,0.5503432494279176,0.5,0.5194915254237288,0.5,1.0,0.2774258086028676,1.0,1.0
0064a8b2-71d3-41c1-a46a-6eea56fdff91,0.4787234042553192,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,e815b8f4-37d5-4236-85a7-1ed0dadd45e9,2023-03-28,0.7927356155908434,Electronics,Debit Card,True,False,0.0021390374331550803,0.5503432494279176,0.5,0.5194915254237288,0.5,1.0,0.9093031010336778,0.5,0.6666666666666666
0064a8b2-71d3-41c1-a46a-6eea56fdff91,0.4787234042553192,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,f9d78a66-cb37-4a0b-883d-2d88143c1d68,2023-04-03,0.7533666735409361,Electronics,Credit Card,True,False,0.0021390374331550803,0.5503432494279176,0.5,0.5194915254237288,0.5,1.0,0.9739913304434811,0.5,0.3333333333333333
0064a8b2-71d3-41c1-a46a-6eea56fdff91,0.4787234042553192,New Wesley,Low,2022-06-18,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,7df9fe14-f574-4b83-aed4-ae7a7fd742f0,2023-09-06,0.2933027428335739,Electronics,Bank Transfer,True,False,0.0021390374331550803,0.5503432494279176,0.5,0.5194915254237288,0.5,1.0,0.4928309436478826,0.5,0.0
00742b15-bab0-440f-a085-221ce13d95a0,0.553191489361702,Alexisview,Medium,,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,6700feab-2eca-4f98-958b-d37a8fd90571,2022-07-14,0.1447669622602599,Clothing,PayPal,True,False,0.0026737967914438505,0.008009153318077803,1.0,0.5194915254237288,0.5,1.0,0.4128042680893631,0.25,1.0
00742b15-bab0-440f-a085-221ce13d95a0,0.553191489361702,Alexisview,Medium,,83975da0-a803-448e-917a-7db7464f8c61,,Instagram,Share,,6a0678ea-8aea-48e6-9655-9e9a0f1fd8a8,2024-02-18,0.49518972984120435,Electronics,Credit Card,True,False,0.0026737967914438505,0.008009153318077803,1.0,0.5194915254237288,0.5,1.0,0.4218072690896965,0.5,0.3333333333333333
